SEX		AGE		HEIGHT		WEIGHT
1		63		67		190
1		73		65		140
1		59		66		190
1		43		70		180
2		53		63		120
1		74		70		212
1		37		71		162
2		26		66		125
1		79		72		180
2		71		60		172
2		42		64		160
1		58		73		200
1		66		66		238
1		40		70		225
1		47		70		180
2		73		63		170
1		56		67		190
1		55		69		220
1		63		69		195
2		33		62		175
1		33		67		200
2		78		63		122
2		71		61		156
2		63		63		180
2		22		61		148
1		62		64		145
1		37		72		172
2		61		62		140
1		82		69		225
1		38		69		165
2		25		59		175
1		33		68		172
1		31		73		185
1		81		76		210
1		41		68		175
1		27		73		175
2		63		65		200
2		57		63		200
2		57		60		112
1		71		74		241
2		47		62		130
1		69		72		210
2		27		65		200
1		22		70		149
1		30		71		168
2		39		68		270
2		76		66		135
1		30		71		185
2		71		65		144
1		45		72		175
2		66		66		160
1		61		67		225
2		85		64		118
1		65		75		234
1		75		70		253
1		27		69		200
1		40		72		183
1		85		68		190
2		34		65		148
1		58		71		170
1		48		75		270
1		49		70		210
1		67		70		180
2		53		63		125
2		80		68		210
2		76		59		123
2		36		66		159
1		23		75		236
1		82		69		156
2		46		68		205
1		73		67		200
1		62		72		195
1		64		72		277
1		39		72		154
1		39		70		180
1		74		69		185
2		85		64		170
2		60		63		120
1		36		70		157
2		47		61		130
1		28		72		165
2		27		62		235
2		73		61		198
1		60		66		240
2		46		70		215
2		29		69		250
2		77		65		175
1		35		71		182
1		65		71		150
2		72		60		170
2		43		66		213
2		42		63		216
1		46		74		260
1		63		68		185
1		33		70		165
2		40		62		126
2		27		65		200
2		62		63		124
1		44		72		160
1		37		72		275
1		74		67		220
1		57		68		170
2		56		64		155
1		36		68		205
2		26		65		145
1		36		72		255
2		71		63		130
1		70		71		220
2		65		61		185
2		38		68		215
1		19		65		146
1		52		70		215
2		48		66		167
1		50		71		185
2		66		63		125
1		47		71		230
1		67		67		188
2		63		66		152
1		53		73		185
1		34		71		165
2		47		66		135
1		53		66		168
1		41		71		185
2		68		68		170
2		58		68		148
1		43		73		200
2		85		66		152
2		67		66		160
1		43		65		136
2		68		61		197
2		49		65		210
2		39		65		160
1		34		67		180
2		33		68		215
2		85		62		138
1		58		71		280
1		52		68		197
1		74		66		192
2		62		67		158
2		32		65		180
2		65		64		123
1		47		69		220
2		44		63		210
1		59		68		200
1		46		69		160
1		30		70		140
2		41		66		148
2		28		68		160
2		70		65		125
2		51		70		140
2		50		67		175
1		66		70		200
1		54		69		160
1		32		73		180
1		52		72		154
1		24		76		140
2		47		67		160
1		22		72		160
2		47		63		270
2		61		60		142
2		80		63		141
2		65		62		240
2		52		63		170
2		79		64		180
2		83		65		155
2		27		69		170
2		67		62		212
1		37		73		192
2		36		61		110
1		55		67		201
1		61		70		250
1		74		75		270
1		72		67		201
1		58		68		265
1		44		74		165
2		30		65		135
2		85		64		160
1		34		68		140
2		67		67		100
2		67		62		184
2		72		64		207
1		40		65		176
1		64		68		160
1		40		70		170
1		61		68		175
1		48		64		165
1		78		70		219
2		50		62		140
2		68		67		165
2		50		63		145
2		66		65		152
2		20		66		210
2		67		66		172
2		70		61		170
2		72		65		100
2		55		66		125
2		77		59		114
1		52		65		155
1		83		68		150
1		39		70		165
2		77		62		126
2		37		68		160
2		64		62		180
1		73		69		215
2		24		64		198
1		44		70		189
2		66		63		146
2		53		60		125
1		61		63		145
2		65		65		170
1		67		70		260
2		57		66		170
2		62		66		139
2		66		66		151
1		46		72		180
2		77		65		192
1		62		74		175
1		31		68		145
2		53		64		140
2		51		66		250
2		61		61		143
1		50		68		195
1		27		71		165
1		76		70		217
2		47		66		180
1		24		69		181
2		71		64		160
1		85		70		185
2		80		61		102
2		27		69		190
1		19		68		160
2		74		59		122
2		24		66		190
1		47		76		280
2		45		63		190
2		19		64		125
1		28		71		199
1		39		68		190
2		57		63		165
2		52		66		196
2		74		65		170
2		58		61		116
1		42		72		230
2		57		62		150
1		68		65		170
2		75		67		220
1		71		73		202
1		33		72		220
2		71		64		221
1		55		70		185
2		58		60		245
2		64		67		145
2		25		67		200
1		76		68		170
1		42		67		175
1		78		72		232
2		69		62		170
2		67		66		185
1		65		68		150
1		58		67		165
1		43		69		170
2		60		69		125
1		47		65		174
2		46		62		175
1		38		69		225
2		40		64		247
2		85		63		139
1		73		69		160
2		30		64		212
2		40		67		165
2		45		62		200
1		19		71		185
1		68		68		167
1		60		70		190
2		85		61		135
2		53		68		200
2		50		63		142
1		79		70		185
1		64		69		184
1		51		71		183
2		24		62		120
2		44		65		160
2		44		66		180
1		65		75		195
2		61		59		130
2		40		62		135
1		80		72		190
2		24		62		110
2		28		63		120
2		44		65		200
2		61		67		195
2		55		68		200
2		68		60		103
2		68		65		120
1		61		73		190
2		43		65		150
2		62		60		121
2		25		63		160
2		39		70		128
2		35		66		157
1		66		74		229
2		62		64		175
1		55		66		185
1		55		67		175
2		50		65		203
2		64		61		140
1		51		73		183
2		45		62		235
2		44		64		165
2		68		65		180
1		58		70		155
1		74		72		270
2		57		66		185
2		72		65		165
2		34		62		192
1		32		73		175
1		60		64		195
2		64		64		148
2		37		62		132
1		21		72		135
2		84		60		105
2		65		67		180
2		66		62		230
2		78		61		116
2		74		61		140
2		36		64		184
1		55		64		185
1		70		70		180
1		31		67		160
2		39		62		139
1		33		70		154
2		34		61		125
1		19		72		285
2		29		61		150
1		48		72		250
1		45		65		210
2		47		67		140
2		49		62		213
2		35		66		192
2		83		67		130
1		29		69		190
1		68		73		263
1		68		72		210
1		29		74		210
2		74		66		231
1		64		71		250
1		51		68		140
1		64		73		295
2		77		62		118
2		61		67		200
2		43		65		138
2		70		66		138
1		41		68		210
1		67		73		192
1		63		70		200
1		33		73		210
2		32		61		172
2		72		66		228
2		60		69		180
1		41		72		214
1		65		71		220
1		63		70		170
1		63		74		240
2		48		61		155
2		59		66		140
2		30		65		140
1		59		68		240
1		25		72		200
2		23		68		142
1		70		73		235
1		66		72		205
2		50		63		160
2		62		61		126
2		42		63		175
2		35		62		100
2		23		63		130
1		68		69		195
2		59		65		160
2		51		65		228
2		34		64		170
2		71		62		130
2		62		63		160
1		32		69		190
2		60		67		230
2		29		65		180
2		44		62		120
2		68		64		177
1		85		70		220
1		28		66		145
2		58		66		250
1		62		68		180
1		58		73		225
1		20		64		210
2		22		62		123
2		74		69		180
1		42		71		160
1		40		66		150
1		36		76		218
1		68		63		150
1		51		67		160
1		40		70		170
2		60		68		260
2		59		62		110
2		85		64		170
2		64		62		150
2		77		64		165
2		44		69		135
2		33		64		147
1		60		71		250
2		39		65		122
1		53		69		190
2		53		68		140
2		57		65		160
2		55		62		219
2		28		68		140
2		31		62		155
1		65		66		156
2		65		61		142
2		61		63		180
2		22		63		160
2		77		62		120
1		37		70		200
2		75		59		138
1		75		76		190
1		51		66		217
1		53		69		162
2		24		66		140
1		78		68		169
2		30		63		175
1		61		75		240
1		75		72		268
1		77		66		220
1		85		67		165
1		43		70		185
2		64		66		160
1		72		68		165
1		25		70		130
2		85		67		253
2		41		60		142
2		85		61		149
2		72		61		155
1		38		71		180
2		30		64		194
2		72		63		126
2		44		64		158
2		41		60		125
2		56		63		153
1		47		73		170
2		38		66		155
1		57		71		180
2		42		68		125
1		38		71		170
2		34		61		145
2		36		70		260
2		66		64		116
2		22		62		217
2		64		66		225
1		29		69		195
2		70		64		135
2		25		62		146
2		36		67		160
2		61		62		261
1		63		67		142
2		28		66		140
2		65		65		232
2		33		60		180
1		64		69		240
2		56		67		175
1		72		71		160
2		74		61		152
2		67		65		135
1		33		74		230
2		63		66		192
2		50		66		240
1		38		70		160
2		40		64		195
1		35		74		190
2		48		64		195
2		56		67		230
2		42		68		170
2		66		59		140
2		68		64		190
2		49		67		205
2		64		64		160
1		60		74		240
2		82		63		130
2		26		65		178
1		77		73		230
1		57		70		279
1		42		70		165
2		85		63		142
1		57		71		200
2		36		64		165
1		59		64		142
1		50		70		190
1		50		69		245
2		38		62		148
1		23		73		150
1		44		70		185
1		35		68		147
2		83		62		120
1		39		72		190
2		81		65		175
2		62		64		175
2		35		64		151
1		47		72		220
1		37		76		139
2		30		67		130
2		38		60		140
2		85		63		220
2		81		65		169
2		31		65		170
1		74		72		293
1		68		67		211
1		60		69		220
1		62		71		188
2		67		63		190
1		66		72		260
2		68		62		185
2		45		64		170
1		52		70		195
2		85		62		177
1		56		65		150
2		31		64		110
1		63		70		225
2		78		60		130
2		49		68		142
1		38		71		255
1		50		74		220
2		66		65		130
2		19		62		190
1		44		68		240
2		39		62		148
1		57		71		192
2		30		66		126
1		25		69		170
1		66		66		200
1		47		70		160
1		40		69		190
2		39		65		135
2		71		63		215
1		35		73		280
1		63		74		230
2		26		63		150
1		73		68		189
2		60		63		130
2		25		69		150
1		62		69		200
2		34		66		143
2		30		67		175
1		70		73		190
1		39		67		230
1		54		70		190
1		30		76		240
2		33		65		165
2		42		61		215
1		74		68		204
1		45		69		150
1		43		72		175
1		52		69		205
2		32		66		200
1		46		67		213
1		36		74		165
1		27		71		188
1		51		68		295
1		69		70		201
1		80		65		130
2		33		66		124
1		49		74		227
1		72		72		174
2		38		61		125
2		49		67		172
2		60		63		228
2		46		65		200
1		53		71		185
2		58		62		104
1		20		68		165
2		49		61		168
2		65		66		205
2		59		64		170
1		42		67		240
1		46		65		160
2		55		62		170
2		63		68		140
1		74		71		165
1		65		67		194
2		63		62		140
1		76		73		247
1		57		73		260
1		53		70		210
2		83		63		150
1		36		70		205
1		77		68		135
2		37		65		170
1		27		70		155
1		32		68		155
2		64		63		140
2		62		67		210
2		27		60		150
1		42		70		250
1		21		74		270
2		21		64		180
2		76		66		185
2		84		62		108
1		34		67		180
1		18		70		160
2		27		66		130
2		69		68		168
1		61		65		130
1		19		71		210
2		46		70		165
2		26		68		165
2		39		68		145
1		73		69		220
2		28		68		191
1		85		70		160
2		20		63		126
1		55		70		205
1		75		68		200
2		25		62		175
1		21		71		198
1		65		69		210
2		59		67		170
2		79		67		180
2		63		66		198
2		56		64		170
1		65		71		195
2		70		60		147
2		61		61		180
1		34		72		194
1		39		73		220
2		42		64		270
1		23		69		150
2		58		62		173
1		24		66		145
1		62		64		220
2		56		67		145
1		36		68		210
2		55		67		260
2		42		64		145
1		69		71		200
2		69		64		132
2		38		66		160
1		37		69		160
1		21		66		145
2		37		63		120
1		85		74		238
2		46		67		159
2		25		65		182
1		46		72		188
1		54		71		135
2		71		64		160
1		48		74		241
1		49		73		220
2		27		66		120
2		52		65		240
1		63		71		197
1		21		70		172
2		57		64		214
1		65		71		175
2		85		64		155
1		34		68		185
2		38		64		130
2		48		66		138
1		29		68		165
2		33		62		171
1		34		67		178
2		31		64		120
2		58		63		120
1		28		74		235
2		79		62		165
1		64		68		205
1		18		71		130
2		59		64		236
1		43		70		156
1		45		70		150
1		43		73		195
2		85		63		163
1		76		70		180
1		59		69		183
1		52		69		200
2		58		67		174
1		77		72		245
1		67		64		128
2		67		66		159
2		58		64		205
2		55		66		165
1		30		70		160
1		19		70		130
2		35		63		157
2		39		67		145
2		61		61		187
2		35		68		130
2		29		64		175
2		20		64		173
1		70		69		165
2		73		66		230
2		76		63		230
1		68		67		145
2		71		67		176
2		67		66		140
2		21		66		120
1		36		71		185
2		32		67		210
1		52		73		268
2		46		64		150
1		38		67		210
2		33		65		150
1		57		71		208
1		34		67		180
1		63		68		170
2		61		65		145
2		49		60		160
1		60		68		200
2		33		63		139
2		31		60		110
2		39		68		250
1		32		70		205
1		73		68		180
1		85		70		165
2		85		66		125
2		69		65		179
1		32		70		190
1		55		67		180
2		57		67		120
2		68		64		165
2		65		67		157
1		42		73		200
2		46		66		180
2		60		61		150
2		38		64		117
2		77		69		180
2		26		67		250
2		43		63		157
1		28		72		145
2		72		60		157
1		54		72		250
2		61		67		152
2		40		63		230
1		69		66		180
2		27		61		190
2		44		63		110
1		85		74		220
2		30		65		170
2		74		65		155
2		85		65		140
2		53		65		195
2		35		66		260
1		48		67		140
2		54		59		178
2		47		64		173
2		58		66		163
1		79		71		205
1		20		68		152
1		38		70		180
1		76		76		200
1		39		67		200
1		31		69		200
2		50		68		200
2		30		62		190
2		37		67		160
2		38		61		165
1		34		73		195
1		53		72		230
1		72		68		172
2		47		63		115
1		74		64		155
1		82		71		191
2		21		64		185
2		56		65		159
1		36		67		175
1		63		73		280
2		24		67		120
1		53		71		245
1		26		71		240
1		64		74		230
1		65		72		200
1		46		69		170
1		32		67		185
1		85		71		162
1		66		73		265
2		76		67		200
2		85		60		120
2		33		70		150
2		33		67		210
1		66		70		175
2		67		59		112
1		46		72		175
2		55		66		150
1		65		71		215
1		20		68		252
1		41		67		155
2		78		70		212
2		60		66		138
1		82		67		230
2		63		67		225
1		44		68		185
1		40		67		272
1		66		70		190
1		31		66		155
2		41		66		130
1		50		74		230
2		75		61		150
2		48		62		113
2		69		62		106
1		42		70		285
1		30		73		220
2		83		62		113
1		39		71		195
2		34		70		250
2		73		68		145
2		38		62		122
1		22		68		235
1		34		70		160
1		57		70		174
1		49		73		220
2		40		63		170
2		83		62		138
1		34		66		200
1		70		72		209
1		82		74		190
1		42		73		266
1		22		71		200
2		41		65		208
1		69		70		170
1		30		68		156
2		71		68		180
2		71		64		125
1		71		75		158
2		50		64		163
2		51		69		242
1		49		72		228
2		65		62		190
2		37		62		135
2		54		63		189
1		70		70		170
1		57		70		190
1		66		69		269
1		39		69		160
2		67		63		198
1		66		65		150
1		39		70		180
2		58		60		180
1		24		71		230
1		61		66		135
1		64		72		185
1		35		67		220
2		30		61		140
2		32		66		172
2		57		64		130
2		36		62		129
1		30		70		145
2		62		60		181
2		54		69		169
1		35		67		160
2		58		63		195
2		52		66		157
1		52		74		185
1		33		68		175
1		58		69		225
1		74		72		210
2		85		60		102
2		37		67		150
1		64		70		185
1		52		70		178
1		31		71		230
2		65		65		240
2		69		62		212
1		57		68		142
2		82		62		138
1		56		73		210
2		28		66		150
2		32		62		160
1		51		74		245
1		74		71		189
2		59		60		125
1		63		71		174
2		22		62		185
1		73		68		210
2		65		68		160
2		47		65		145
2		23		64		155
2		70		63		148
1		38		65		151
2		63		65		120
2		68		65		153
2		43		65		220
2		45		65		172
1		83		70		250
2		32		64		215
2		37		65		175
2		72		65		235
1		73		74		240
2		73		65		180
1		32		70		180
1		32		68		190
2		47		63		190
2		31		62		125
1		55		65		160
2		51		63		154
2		23		64		151
2		50		60		165
1		51		73		180
2		64		61		125
2		27		59		145
2		43		59		120
1		50		70		245
1		79		70		179
2		54		64		145
2		74		65		200
1		51		72		235
1		32		74		240
1		18		68		205
1		71		68		232
2		67		62		240
2		65		62		115
2		59		61		145
1		64		65		150
2		85		62		110
2		66		62		128
1		67		70		230
1		31		72		235
2		38		69		260
2		64		63		145
1		67		69		203
1		44		72		195
1		37		71		210
1		73		66		170
2		62		60		110
2		79		60		180
2		49		63		195
2		82		60		152
1		78		67		175
1		31		72		280
1		79		71		176
1		62		71		241
2		63		62		218
2		79		62		150
1		20		67		140
1		52		69		295
1		58		70		155
2		75		63		146
2		62		66		147
2		44		68		250
2		80		62		180
1		85		72		185
2		32		59		115
1		72		70		208
1		61		73		250
1		77		69		195
1		31		74		185
2		24		63		170
1		48		69		190
2		20		65		127
1		30		68		190
1		36		70		180
1		85		72		192
1		57		65		148
2		20		68		190
1		46		69		192
2		23		63		155
2		85		68		140
1		37		66		150
1		35		68		238
1		61		67		190
2		32		66		160
2		48		60		180
1		76		74		240
1		78		71		250
1		44		71		175
1		57		71		210
2		41		69		270
1		40		68		155
2		61		68		135
2		33		65		185
2		71		69		240
1		26		70		150
1		29		72		182
1		55		70		175
2		30		66		154
2		31		67		150
2		67		65		137
1		68		68		175
2		51		67		160
2		37		64		135
2		33		65		125
2		51		63		170
2		24		63		150
1		83		74		278
1		33		67		170
1		59		67		153
2		24		64		125
2		77		62		190
2		60		63		150
1		50		72		225
1		48		67		195
2		57		66		143
1		51		70		205
2		43		62		155
1		37		65		220
2		81		63		142
1		82		71		175
1		37		71		185
2		68		64		115
2		45		60		115
1		69		67		170
1		53		73		210
2		38		62		160
1		56		75		250
2		75		66		122
1		32		73		221
1		35		64		150
1		59		72		175
2		61		63		125
2		66		64		153
2		73		62		180
1		39		67		190
1		70		70		183
1		65		70		185
2		85		63		123
2		45		63		225
2		51		62		152
1		49		71		210
2		29		64		115
1		68		71		174
1		75		65		215
1		71		69		185
2		47		66		165
1		66		69		211
1		64		68		170
2		34		62		117
2		61		61		181
2		49		59		127
2		66		61		145
1		52		74		174
2		71		62		215
1		69		73		177
2		81		64		180
1		68		72		180
1		30		72		150
2		31		63		194
1		37		65		135
1		19		63		130
2		29		63		235
2		50		61		219
2		36		66		170
2		67		63		175
1		18		70		165
2		57		65		134
1		31		73		195
2		59		62		206
2		43		64		158
2		50		64		140
2		45		60		135
2		83		62		130
2		72		70		129
2		65		64		169
1		75		71		200
2		65		63		220
1		42		71		170
2		39		68		190
1		39		70		150
2		57		62		174
2		34		63		118
1		24		70		130
1		39		72		250
2		38		68		200
2		72		68		200
2		56		61		192
2		51		61		170
1		41		73		201
1		57		72		190
2		52		68		198
2		67		70		270
1		28		70		136
1		62		71		220
1		62		74		220
1		54		70		175
1		79		73		200
2		54		61		159
2		32		64		140
2		22		67		125
1		47		71		215
2		44		66		245
1		49		66		155
1		31		68		164
1		23		67		130
1		47		68		180
2		45		68		125
2		55		67		225
2		58		61		124
2		45		65		198
2		21		67		135
1		79		70		205
2		66		61		115
2		21		69		135
1		33		71		185
2		52		64		118
2		25		65		124
2		70		67		272
2		24		59		160
1		24		76		240
2		39		66		160
1		76		66		200
1		67		70		165
1		24		70		145
2		37		61		120
2		28		66		220
2		43		68		115
2		67		66		163
2		68		62		200
2		45		63		155
2		37		64		115
2		39		69		172
1		43		68		140
2		42		68		216
1		42		74		165
2		71		63		200
2		74		65		140
1		28		69		285
2		61		62		170
1		75		70		180
2		51		60		137
1		84		70		215
1		44		70		176
2		30		65		175
2		73		63		180
1		41		73		235
1		85		71		160
2		85		63		145
2		65		63		150
1		24		72		260
2		53		62		137
1		19		71		170
1		53		72		190
2		69		65		140
2		70		65		150
2		71		65		181
2		54		66		135
1		26		71		180
2		85		65		128
2		34		62		165
1		76		71		180
1		31		71		220
2		31		63		125
2		64		63		235
1		73		72		206
2		65		66		163
2		42		69		160
2		58		67		115
2		57		67		145
1		40		71		190
1		56		71		237
1		23		70		170
2		63		66		210
2		28		68		200
1		36		71		155
2		56		68		230
1		38		70		183
1		36		72		160
2		62		64		235
2		53		65		135
1		39		73		220
1		46		73		210
1		55		74		216
2		31		63		165
1		67		69		175
2		63		62		189
2		69		60		150
1		40		68		140
1		42		67		155
2		62		63		135
1		50		70		190
1		41		67		230
1		66		74		260
2		50		67		150
2		70		63		150
2		63		66		130
1		35		68		140
1		75		68		195
2		61		68		199
2		85		63		105
1		74		72		155
2		73		62		140
2		38		66		260
1		44		70		140
2		51		62		115
2		66		67		165
2		32		66		125
2		60		67		176
2		73		67		170
2		79		67		170
1		67		67		190
1		75		68		135
2		64		62		150
1		65		72		290
1		32		70		275
2		30		66		130
1		66		72		220
2		77		63		165
2		76		62		127
2		75		60		110
2		67		65		120
2		54		63		137
1		71		65		182
2		59		63		135
1		28		67		153
1		70		68		160
1		78		70		235
1		42		67		188
2		70		63		200
2		43		65		125
1		63		71		172
2		74		64		177
2		55		62		176
2		36		63		127
2		31		66		150
1		66		71		165
1		30		69		185
1		48		73		245
2		52		63		126
1		25		68		140
2		40		67		130
2		19		64		139
1		40		67		165
2		42		66		160
1		60		64		215
2		60		68		134
2		54		63		120
2		68		62		130
1		64		73		245
1		62		67		160
1		69		66		182
1		68		71		160
2		44		64		190
1		69		72		225
2		76		65		140
1		30		69		230
2		48		63		114
2		85		60		142
1		64		71		176
2		53		67		120
2		82		66		150
2		46		62		105
2		35		62		250
1		36		72		253
2		64		61		140
1		22		70		165
1		42		66		195
2		73		63		205
2		31		66		193
1		66		70		210
1		47		65		175
2		32		64		175
2		51		67		129
